category,question,answer
Savoirs académiques,"Le titre d'un des plus célèbres romans d'Ernest Hemingway est ""Pour qui sonne...",Le glas
Pop culture,"Le titre du final chanté, de la neuvième symphonie de Beethoven, est ""L'Ode à la...",Joie
Connaissance du monde,"Le traité indien de l'art d'aimer, écrit en sanskrit vers le Ve siècle, a pour nom le Kama-...",Sutra
Pop culture,Le tunnel sous la Manche relie la France à...,L'Angleterre ou La Grande-Bretagne ou Le RoyaumeUni
Pop culture,"Le vaccin ROR immunise contre la rougeole, les oreillons et...",La rubéole
Pop culture,"Le véritable nom du luthier dont les violons sont appelés ""stradivarius"" est Antonio...",Stradivari
Pop culture,"Le violoniste et chef d'orchestre, d'origine russe, qui fonda le festival de Gstaad, s'appelle Yehudi...",Menuhin
Pop culture,"Le WRC est une compétition de sport aussi appelée ""championnat du monde des...",Rallyes
Pop culture,"Lequel de ces acteurs n'a jamais interprété le personnage de Batman au cinéma : Christian Bale, Brad Pitt, Val Kilmer ou George Clooney",Brad Pitt
Pop culture,"Lequel de nos cinq sens est touché par les ""acouphènes"" ?",L'ouïe
Pop culture,"Lequel de vos 5 sens est défectueux, si vous êtes ""miro"" ?",La vue
Pop culture,"Lequel des 4 points cardinaux est synonyme du mot ""orient"" ?",L'est
Connaissance du monde,"Lequel des 5 grands fleuves de France dessert également la Suisse, l'Allemagne et les Pays-Bas ?",Le Rhin
Pop culture,Lequel des 5 sens est défaillant lorsqu'on est atteint d'anosmie ?,L'odorat
Pop culture,"Lequel des 6 ""Friends"" est comédien dans la série télévisée ?",Joey
Pop culture,Lequel des cinq sens est défaillant chez un astigmate ?,La vue
Pop culture,Lequel des cinq sens est diminué chez une personne presbyte ?,La vue
Pop culture,"Lequel des quatre éléments peut être ""de camp"", ""de joie"" ou ""de cheminée"" ?",Le feu
Pop culture,"Lequel des sept pêchés capitaux ne se termine pas par la lettre ""E"" ?",L'orgueil
Savoirs académiques,"Les ""Poèmes antiques et modernes"" sont l'oeuvre du poète romantique français Alfred de...",Vigny
Pop culture,Les 24 premiers albums d'Astérix ont été signés par René Goscinny et Albert...,Uderzo
Pop culture,"Les 3 hommes que la mission Apollo 11 a envoyé sur la Lune étaient Neil Armstrong, Buzz Aldrin et Michael...",Collins
Connaissance du monde,"Les 5 membres permanents du Conseil de sécurité des Nations unies sont la Chine, la Fédération de Russie, la France, le Royaume-Uni et...",Les États-Unis d'Amérique ou Les Etats-Unis
Pop culture,"Les anciens disques ""noirs"" sont des 78 tours, des 33 tours, des 16 tours ou des...",45 tours
Pop culture,"Les années bissextiles, à quelle date fête-t-on le 14 juillet ?",Le 14 juillet
Pop culture,Les aventures d'Harry Potter ont été écrites par Joanne Kathleen...,Rowling
Pop culture,"Les bateliers qui manœuvrent les barques vénitiennes chantées par Sheila et Ringo en 1973, s'appellent des...",Gondoliers
Savoirs académiques,"Les Black Panthers ou Black Panther Party ou Black Quelle organisation de libération des Noirs américains fut fondée par des étudiants d'Oakland, en Californie, en 1966",Panther Party For Self Defense
Pop culture,"Les chocolats au beurre de cacao, aux abricots et aux raisins, parfumés à la liqueur de Grand Marnier ont pour nom ""Les tétons de la Reine...",Margot
Pop culture,Les deux criminels américains chantés par Serge Gainsbourg s'appelaient Bonnie Parker et Clyde...,Barrow
Pop culture,Les deux disciplines de la lutte aux jeux Olympiques sont la lutte libre et la lutte gréco-...,Romaine
Pop culture,Les deux héros de pâte à modeler des films d'animation créés par Nick Park sont Wallace et son chien appelé...,Gromit
Pop culture,"Les deux pays organisateurs de l'Euro 2008 de football, étaient l'Autriche et...",La Suisse
Connaissance du monde,Les deux pays qui bordent la partie européenne de la Turquie sont la Bulgarie et ...,La Grèce
Pop culture,"Les deux petits chats espiègles, créés par le dessinateur pour enfants Pierre Probst, se nomment Pouf et...",Noiraud
Pop culture,Les deux seuls États d'Amérique du Sud privés de littoral marin sont : la Bolivie et...,Le Paraguay
Pop culture,Les français nés en Algérie ont été surnommées les pieds-...,Noirs
Pop culture,Les grains de maïs soufflés que l'on fait éclater à la chaleur s'appellent des pop-...,Corn
Pop culture,Les habitants de Poitiers sont les Pictaviens ou les...,Poitevins
Pop culture,"Les ingénieurs, affectés par l'État aux activités relevant du génie civil, sont des ingénieurs des Ponts et...",Chaussées
Pop culture,"Les Japonais disent ""Moshi moshi"", les Italiens ""Pronto"", et les Français...",Allo ou Allô
Pop culture,"Les jeunes filles qui paradent en uniforme militaire de fantaisie, en maniant une canne de tambour-major sont des...",Majorettes
Pop culture,"Les joueurs de l'équipe nationale de football du Ghana sont surnommés les ""Black...",Stars
Pop culture,Les leucocytes sont les cellules du sang aussi appelées globules...,Blancs
Pop culture,Les motos parisiennes équipées d'aspirateurs à déjections canines étaient appelées les moto-...,Crottes ou motocrottes
Pop culture,"Les neveux de Donald sont Riri, Loulou et...",Fifi
Pop culture,Les Nigériens sont les habitants du...,Niger
Pop culture,Les noms des 12 signes du zodiaque sont invariables : lesquels s'écrivent toujours au pluriel ?,Les Poissons et les Gémeaux
Pop culture,Les parents de Laura Smet sont Johnny Hallyday et...,Nathalie Baye
Pop culture,Les pâtes alimentaires ressemblant à des vermicelles très fins sont des cheveux...,D'ange
Pop culture,"Les petites rides qui se forment à l'angle externe de l'oeil, sont familièrement appelées les pattes...",D'oie
Connaissance du monde,Les petits gâteaux secs en forme de languette arrondie sont les langues-de-...,Chat
Pop culture,"Les producteurs des émissions : ""Numéro 1"" et ""Top A"" étaient : Maritie et Gilbert...",Carpentier
Pop culture,"Les super-héros américains, munis d'un casque et d'un costume assortis, sont les ""Power...",Rangers
Pop culture,"Les traces laissées par les crêtes papillaires de la pulpe des doigts sont communément appelées : ""les empreintes...",Digitales
Pop culture,"Les trois Grâces de la mythologie grecque se prénomment : Euphrosyne, Thalie et...",Aglaé
Connaissance du monde,"Les trois guerres qui ont opposé Rome à Carthage sont regroupées sous le nom de ""guerres...",Puniques
Pop culture,"Les trois héros du film de Sergio Leone de 1966 sont surnommés ""Le Bon, la brute et...",Le truand
Connaissance du monde,"Les trois régions administratives de la Belgique sont : la Région de Bruxelles-Capitale, la Flandre et...",La Wallonie ou La Région wallonne
Pop culture,"Les trois saints traditionnellement fêtés les 11, 12 et 13 mai, sont appelés : ""les saints de...",De glace
Pop culture,"Les Valseuses de Bertrand Blier raconte les péripéties d'un trio interprété par Miou-Miou, Gérard Depardieu et...",Patrick Dewaere
Pop culture,Les yeux de quelle grande actrice américaine Kim Carnes chante-t-elle en 1981 ?,Bette Davis
Pop culture,"Lors d'un 400 m haies, combien de haies l'athlète doit-il franchir ?",10
Pop culture,"Lors d'un double, combien y a-t-il de filets sur un terrain de tennis ?",Un
Vie quotidienne,"Lors d'un kidnapping, comment appelle-t-on la somme d'argent exigée contre la libération du captif ?",La rançon
Pop culture,"Lors d'un match olympique de water-polo, quelle est la couleur prédominante du bonnet du gardien de but ?",Rouge
Pop culture,"Lors d'un trajet Paris-Bordeaux, quelle lettre, associée au chiffre 10, signale une autoroute ?",A
Pop culture,"Lors d'une course automobile, si vous doublez le troisième coureur, en quelle position vous retrouvez-vous ?",Troisième position
Pop culture,"Lors d'une épreuve de biathlon, à quelle discipline le tir à la carabine est-il associé ?",Le ski de fond
Savoirs académiques,"Lors d'une soirée, le moment où les femmes invitent les hommes à danser s'appelle le quart d'heure...",Américain
Vie quotidienne,"Lors d'une vente aux enchères publiques, l'officier ministériel chargé de l'estimation et de la vente des objets mobiliers est le commissaire-..",Priseur 315
Pop culture,"Lors de l'attentat perpétré contre le “Rainbow Warrior” en 1985, qui était ministre de la Défense ?",Charles Hernu
Vie quotidienne,"Lors de la campagne pour l'élection présidentielle de 2007, qui avait pour slogan ""la France présidente"" ?",Ségolène Royal
Pop culture,"Lors de la campagne présidentielle de 2007, quel candidat avait pour slogan : ""Ensemble, tout devient possible"" ?",Nicolas Sarkozy
Connaissance du monde,"Lors de la chasse à courre, quel cri ou sonnerie annonce que l'animal poursuivi est sur le point d'être pris ?",L'hallali
Pop culture,"Lors de la coupe du monde 1998, quel hymne de Gloria Gaynor a été repris par les footballeurs français ?",I Will Survive
Pop culture,"Lors de la Coupe du monde 2010 de football, quelle est la seule équipe africaine à avoir passé le premier tour ?",Le Ghana
Pop culture,"Lors de la Coupe du monde de football 2010, quel ancien joueur est l'entraîneur de l'équipe d'Argentine ?",Diego Maradona ou Maradona
Pop culture,"Lors de la Coupe du monde de football 2010, quel joueur de l'équipe de France a été expulsé au cours du match contre l'Afrique du Sud ?",Yoann Gourcuff
Pop culture,"Lors de la coupe du monde de football de 1998, quel chanteur africain a interprété en duo avec Axelle Red la chanson ""La Cour des grands""",Youssou N'Dour
Pop culture,"Lors de la création du Revenu minimum d'insertion, en 1988, qui était le Premier ministre de la France ?",Michel Rocard
Pop culture,"Lors de la finale de l'Euro 2000 contre l'Italie, quel footballeur français porta le score à égalité, durant les dernières secondes du temps réglementaire ?",Sylvain Wiltord
Pop culture,"Lors de la finale de l'Euro 2000 face à l'Italie, quel joueur français fut l'auteur du ""but en or"" qui offrit la victoire aux Bleus ?",David Trezeguet
Pop culture,"Lors de la prise de la Bastille, le 14 juillet 1789, combien de prisonniers y étaient détenus ?",Sept
Pop culture,Lors de quel carnaval italien porte-t-on un masque en déambulant de la place Saint-Marc au pont des Soupirs ?,Le carnaval de Venise
Pop culture,Lors de quel mois les bédéphiles vont-ils au festival d'Angoulême ?,Janvier
Pop culture,"Lors de quel siècle les frères de Montgolfier inventèrent-ils un ballon à air chaud appelé ""montgolfière"" ?",Le XVIIIe
Pop culture,Lors de quelle bataille le général Cambronne aurait-il dit : “La garde meurt et ne se rend pas” ?,Waterloo
Pop culture,Lors de quelle fête chrétienne les enfants vont traditionnellement chercher des oeufs dans le jardin ?,Pâques
Pop culture,Lors de quelle fête chrétienne mange-t-on traditionnellement de la dinde et de la bûche ?,Noël
Pop culture,Lors de quelle fête chrétienne mange-t-on traditionnellement la galette des rois ?,L'Épiphanie ou Le jour des Rois ou La fête des Rois
Pop culture,"Lors de quelle fête chrétienne met-on ""le petit Jésus dans la crèche"" ?",A Noël
Connaissance du monde,Lors de quelle guerre a eu lieu le bombardement de la ville de Guerníca y Luno ?,La guerre civile espagnole ou guerre d'Espagne
Pop culture,"Lors des championnats d'Europe 2010, quel nageur français obtient la médaille d'or au 100 mètres dos ?",Camille Lacourt
Pop culture,"Lors des championnats d'Europe de natation en 2006, quel Néerlandais a remporté le 200 mètres nage libre ?",Pieter van den Hoogenband
Pop culture,"Lors des jeux du cirque à Rome, les gladiateurs saluaient l'empereur d'un : ""Morituri te salutant"", qui veut dire : ""Ceux qui vont mourir te...",Saluent
Pop culture,"Lors des Jeux olympiques d'hiver 2010, quel pays a gagné le plus de médailles, tous métaux confondus ?",Les États-Unis
Pop culture,"Lors des matchs officiels, quel numéro Zinédine Zidane portait-il sur son maillot quand il jouait avec l'équipe du Real Madrid ?",Le numéro 5
Pop culture,"Lors des MTV Video Music Awards de septembre 2009, quel rappeur américain a volé la vedette à Taylor Swift ?",Kanye West
Pop culture,"Lors des Victoires de la musique 2009, quel artiste a battu le record du nombre de récompenses obtenues toutes catégories confondues ?",Alain Bashung
Pop culture,"Lors des Victoires de la musique 2010, quel rocker français a été récompensé pour sa tournée ""Tour 66"" ?",Johnny Hallyday
Pop culture,"Lors des Victoires de la musique 2010, quelle chanteuse a été récompensée pour son clip ""Elle panique"" et désignée ""Artiste féminine de l'année""?",Olivia Ruiz
Pop culture,"Lors du championnat d'Europe de football en 1992, quel pays a battu l'Allemagne 2-0 en finale ?",Le Danemark
Connaissance du monde,"Lors du débarquement allié de 1944, quel était le nom de code des plages entre Colleville et Vierville ?",Omaha Beach
Pop culture,"Lors du Festival de Cannes 1987, quel réalisateur a dit : ""Si vous ne m'aimez pas, je peux vous dire que je ne vous aime pas non plus"" ?",Maurice Pialat
Pop culture,"Lors du festival de Cannes 1995, qui rend hommage à Jeanne Moreau en chantant “Le Tourbillon” ?",Vanessa Paradis
Pop culture,"Lors du Festival de Cannes de 1998, devant quel réalisateur Roberto Benigni s'est-il agenouillé ?",Martin Scorsese
Pop culture,"Lors du match de qualification pour la Coupe du monde 2010 France-Irlande, quel joueur a fait scandale en se servant de sa main",Thierry Henry
Savoirs académiques,"Lors du Tour de France 2010, quel maillot, conquis sept fois par Richard Virenque, le Français Anthony Charteau a-t-il remporté",La maillot à pois
Pop culture,"Lors du Tour de France 2010, quelle était la couleur du maillot du leader du classement général individuel par points",Vert
Pop culture,"Lors du Tour de France cycliste 2010, combien d'étapes ont été remportées par des coureurs français ?",Six
Pop culture,Lors du tournage de quel film Grace Kelly a-t-elle rencontré la prince Rainier de Monaco ?,La Main au collet
Pop culture,"Lorsqu'il a foulé le sol de la Lune, Neil Armstrong a dit : ""C'est un petit pas pour l'homme, un bond de géant pour...",L'humanité
Pop culture,"Lorsqu'il est difficile de faire ou d'obtenir quelque chose, on dit que ""c'est la croix et la...",Bannière
Pop culture,"Lorsqu'il s'agit d'une personne qui s'occupe d'enfants dans une colonie de vacances, de quel mot ""mono"" est-il l'abréviation ?",Moniteur
Connaissance du monde,"Lorsqu'il y a une éclipse du Soleil, dans le cône d'ombre de quel astre la Terre passe-t-elle ?",La Lune
Savoirs académiques,"Lorsqu'on appuie sur la détente d'une arme à feu, quelle pièce interne libère le chien et permet au coup de partir ?",La gâchette
Pop culture,"Lorsqu'on convertit 1 kilomètre en mètres, combien de zéros faut-il écrire après le 1 ?",Trois
Pop culture,"Lorsqu'on dit d'un tableau qu'il est ""monochrome"", cela signifie qu'il n'a qu'une seule...",Couleur
Connaissance du monde,"Lorsqu'on écrit ""langue-de-chat"" au pluriel, quel(s) mot(s) se termine(nt) par un ""S"" ?",Langue
Pop culture,Lorsqu'on est enroué on dit qu'on a un chat dans la...,Gorge
Pop culture,"Lorsqu'on évalue une distance avec précision, on dit familièrement qu'on a le compas...",Dans l'oeil
Savoirs académiques,"Lorsqu'on évoque le cri particulier de l'éléphant, on dit communément qu'il...",Barrit ou barète
Pop culture,"Lorsqu'on mesure un éclairement avec un luxmètre, quelle unité de mesure ayant pour symbole ""lx"" utilise-t-on ?",Le lux
Pop culture,"Lorsqu'on ne retient pas une information, par quel organe dit-on qu'elle rentre pour ressortir par l'autre ?",L'oreille
Vie quotidienne,"Lorsqu'on paye un achat en remettant exactement la somme due, pour que le caissier n'ait pas de monnaie à rendre, on dit qu'on fait...",L'appoint
Pop culture,"Lorsqu'on se croit très important, on se prend pour le nombril du...",Monde
Pop culture,"Lorsqu'un automobiliste se rabat brusquement devant vous après vous avoir dépassé, on dit qu'il vous a fait une ""queue de...",Poisson
Pop culture,"Lorsqu'un couple souhaite se marier, il doit l'annoncer publiquement en publiant les...",Bans
Pop culture,"Lorsqu'un enfant rentre en CP, il entre au ""cours...",Préparatoire
Pop culture,"Lorsqu'un footballeur frappe le ballon vers le haut avec le talon, en lançant sa jambe vers l'arrière, on dit qu'il fait une aile de...",Pigeon
Pop culture,"Lorsqu'un véhicule fait un demi-tour complet à la suite d'un dérapage, il fait un ""tête-à-...",Queue
Pop culture,"Lorsqu'une nappe de pétrole déversée dans la mer arrive sur les côtes, on parle de ""marée...",Noire
Pop culture,"Lorsqu'une personne dort tout en restant vigilante, on utilise l'expression : ""Ne dormir que d'un...",Oeil
Pop culture,"Lorsqu'une petite table est placée près de la tête du lit, elle devient une table de...",Chevet
Pop culture,"Lorsque l'Assemblée nationale adopte une motion de censure, quel organe de l'État français doit démissionner ?",Le gouvernement
Vie quotidienne,"Lorsque l’éloignement de deux personnes affaiblit l’affection qu’elles se portent, il est coutume de dire : ""Loin de yeux, loin du...",Coeur
Pop culture,"Lorsque l'on déguste une ""Coupe Colonel"", quel alcool arrose traditionnellement le sorbet au citron ?",La vodka
Pop culture,"Lorsque l'on est mal vu par quelqu'un, on dit familièrement que l'on n'est pas ""en odeur de...",Sainteté
Pop culture,"Lorsque l'on est menacé, l'expression dit qu'on a ""le couteau sous la...",Gorge
Pop culture,"Lorsque l'on s'évanouit, dans quels fruits dit-on que l'on tombe ?",Les pommes
Pop culture,"Lorsque tout va bien on dit ""R.A.S."" qui signifie ""Rien à...",Signaler
Pop culture,"Lorsque vous aidez une personne à grimper en lui offrant vos mains comme points d'appui, vous lui faites la courte...",Échelle
Pop culture,"Lorsque vous buvez de l'eau du robinet, on dit familièrement que vous buvez du Château-la-...",Pompe
Pop culture,"Lorsque vous dégustez des Mara des Bois, quels fruits mangez-vous ?",Des fraises
Pop culture,"Lorsque vous êtes garé, pare-choc contre pare-choc, dans l'intervalle disponible entre 2 véhicules en stationnement, vous avez effectué un ...",Créneau
Connaissance du monde,"Lorsque vous flânez dans le quartier de Plaka, quelle capitale européenne visitez-vous ?",Athènes
Connaissance du monde,"Lorsque vous visitez la région du Piémont, qui a pour chef-lieu Turin, dans quel pays vous trouvez-vous ?",En Italie
Connaissance du monde,"Louis Aragon est l'auteur du récit, publié en 1926 : ""Le Paysan de...",Paris
Pop culture,"Luigi Pirandello a écrit la pièce : ""Six personnages en quête...",D'auteur
Vie quotidienne,"M.J.C. est l'abréviation de ""maison des jeunes et de...",La culture
Pop culture,Ma mère avait 25 ans quand elle a donné naissance à mon frère qui a 20 ans. Quel âge a-t-elle aujourd'hui ?,45 ans
Pop culture,"Mais, ou , et, donc, or, ni, car sont des conjonctions de...",Coordination
Connaissance du monde,"Mammifère de la famille des chameaux, de quel continent est originaire le lama ?",Amérique ou Amérique du Sud
Pop culture,"Michael Jackson était surnommé le ""Roi de la...",Pop
Pop culture,"Molière a écrit ""Les Fourberies de...",Scapin
Pop culture,"Né en 1926 à Collonges-au-Mont-d'Or, quel est le prénom du grand chef cuisinier Bocuse ?",Paul
Pop culture,"Nommé d'après sa fleur qui se présente face au soleil, quel hélianthe annuel cultive-t-on pour ses graines riches en huile ?",Le tournesol
Pop culture,Nonante est un adjectif numéral qui signifie...,90
Pop culture,"Normalement, combien un pantalon a-t-il de jambes ?",2
Pop culture,"Normalement, quelle classe un élève intègre-t-il quand il entre dans un lycée d'enseignement général ?",La seconde
Pop culture,"Normalement, vous ne pouvez pas gratter votre coude gauche avec votre main...",Gauche
Pop culture,Nous utilisons dix chiffres arabes. Combien de lettres la numération romaine utilise-t-elle pour former des nombres ?,7
Pop culture,"Officiellement, à quel numéro de Downing Street le Premier ministre britannique réside-t-il ?",Au n°10
Pop culture,"Officiellement, quel mot est-il recommandé d'employer pour désigner un camping-car ?",Autocaravane
Pop culture,"Olympique ou gonflable, je suis un bassin de compétition ou de loisirs, je suis la ...",Piscine
Pop culture,"On appelle familièrement une eau-de-vie très forte et de mauvaise qualité : un ""tord-...",Boyaux
Pop culture,On appelle l'arrière d'un navire la poupe. Comment se nomme l'avant ?,La proue
Pop culture,On appelle un cor situé entre les doigts de pied un oeil-de-...,Perdrix
Connaissance du monde,"On appelle un pays puissant et pourtant vulnérable, un ""colosse aux pieds...",D'argile
Connaissance du monde,"On dit d'un animal qui mange des aliments très divers qu'il est ""omni...",Vore
Pop culture,"On dit d'un drapeau non hissé et non déployé, qu'il est ""en...",Berne
Pop culture,On dit d'un très bon cuisinier que c'est un cordon...,Bleu
Connaissance du monde,On dit d'un véhicule conçu pour être utilisé sur terre ou dans l'eau qu'il est...,Amphibie
Pop culture,"On dit d'un vin qu'il est ""bouchonné"" quand il a pris le goût du...",Bouchon ou liège
Pop culture,On dit d'une chose qui n'arrivera jamais qu'elle aura lieu à la saint-...,Glinglin
Pop culture,"On dit d'une personne autoritaire et qui commande sèchement qu'elle est ""pète-...",Sec
Pop culture,On dit d'une personne qui s'affole qu'elle perd son sang-...,Froid
Pop culture,"On dit d'une personne qui s'expose imprudemment à un danger qu'""elle joue avec le...",Feu
Pop culture,On dit d'une personne très influente qu'elle a le bras...,Long
Pop culture,"On dit de quelqu'un qui est un peu sourd, qu'il est ""dur de la...",Feuille
Pop culture,On dit de quelqu'un qui s'est instruit lui-même que c'est un auto...,Didacte
Pop culture,On dit qu'une sangsue est hématophage parce qu'elle se nourrit de...,Sang
Savoirs académiques,"On doit les tubes ""Let's Groove"", ""September"" et ""Fantasy"" au groupe de funk: ""Earth, Wind and...",Fire
Pop culture,"On l'appelle ""riflard"", ""pébroc"", ""pépin"", de quel objet s'agit-il ?",Le parapluie
Pop culture,"On les trouve sur les peignes, sur les fourchettes ou encore sur les bords des timbres, de quoi s'agit-il ?",Les dents
Pop culture,"On m'appelle familièrement ""calbute"", ""calcif"" ou ""calebar"". Que suis-je ?",Le caleçon
Pop culture,"On parle d'une grossesse ""gémellaire"", lorsqu'une femme enceinte attend des...",Jumeaux
Pop culture,"On parle souvent de la viande rouge, mais quelle couleur désigne la viande de volaille, de veau ou de porc ?",Blanche
Pop culture,On peut dire d'un dessert parfumé avec toutes sortes de fruits qu'il est tutti...,Frutti
Pop culture,"On peut me bander, je peux être de cercle, en-ciel ou de triomphe, que suis-je ?",L'arc
Pop culture,"On peut qualifier un bon cuisinier de ""maître queux"". Épelez le mot queux...",QUEUX
Pop culture,"On prépare une orangeade avec du sucre, de l'eau et surtout...",Du jus d'orange ou Des oranges
Connaissance du monde,Où enterre-t-on les Britanniques survivants d'un accident de train au Chili ?,Nulle part
Savoirs académiques,"Où est ""la vie"" selon le titre d'un roman de Milan Kundera publié en 1973 ?",Ailleurs
Pop culture,"Où est ""mon ami Pierrot"" dans la chanson : ""Au clair de la Lune"" ?",Dans son lit
Pop culture,"Où est le bonheur, d'après le titre d'un film d'Étienne Chatiliez de 1995 ?",Dans le pré
Pop culture,Où était Archimède lorsqu'il découvrit son fameux principe ?,Dans son bain
Pop culture,"Où le général de Gaulle prononce-t-il son fameux : ""Je vous ai compris"" ?",Alger
Pop culture,"Outre ""la Madone"", quel autre tableau d'Edvard Munch vient d'être retrouvé ?",Le Cri
Pop culture,"Outre Brigitte Simonin, sous quel pseudonyme connaît-on mieux l'ancienne actrice de films X, Brigade Van Meerhaegue ?",Brigitte Lahaie
Connaissance du monde,"Outre l'anglais, quelle est la langue officielle de l'Union indienne ?",L'Hindi
Connaissance du monde,"Outre l'anglais, quelle est la seconde langue officielle du Canada ?",Le français
Connaissance du monde,"Outre l'espagnol, quelle langue parle-t-on principalement à Barcelone ?",Le catalan
Pop culture,"Outre l'étoile, quel motif figure sur le drapeau algérien ?",Un croissant
Pop culture,"Outre l'huile d'olive, que faut-il ajouter à une mayonnaise pour obtenir de l'aïoli ?",De l'ail
Connaissance du monde,"Outre la France et le Luxembourg, quel pays est traversé par la Moselle ?",L'Allemagne ou La République fédérale d'Allemagne
Pop culture,"Outre la Grande-Bretagne, quel État européen porte une croix rouge sur son drapeau ?",L'Islande
Savoirs académiques,"Outre la poire, à partir de quel fruit fait-on traditionnellement du calvados ?",La pomme
Connaissance du monde,"Outre le Brésil, quel est l'autre pays frontalier du département de la Guyane ?",Le Suriname
Connaissance du monde,"Outre le Costa-Rica, avec quel autre pays le Panama a-t-il une frontière terrestre ?",La Colombie
Connaissance du monde,"Outre le créole, quelle est l'autre langue officielle de la République d'Haïti ?",Le Français
Connaissance du monde,"Outre le guarani, quelle est la seconde langue officielle du Paraguay ?",L'espagnol
Pop culture,"Outre le mot jumeau, quel nom désigne une fratrie de quatre enfants nés d'un même accouchement ?",Des quadruplés ou quadrijumeaux
Savoirs académiques,"Outre le pion, quelle pièce peut être déplacée, dès le premier coup d'une partie d'échecs ?",Le cavalier
Connaissance du monde,"Outre le raton laveur, de quel animal le raton est-il le petit ?",Le rat ou la rate
Pop culture,"Outre Malte, quel État insulaire a rejoint l'Union européenne en 2004 ?",Chypre
Pop culture,"Par analogie, quel fruit oblong donne son nom à un sac-ceinture qui se porte sur le ventre ?",La banane
Pop culture,Par combien faut-il multiplier 3 pour obtenir 21 ?,7
Pop culture,Par combien faut-il multiplier le nombre 10 pour obtenir 100 ?,10
Pop culture,"Par combien multiplie le préfixe ""kilo"" ?",Mille
Pop culture,Par combien multiplie-t-on un chiffre que l'on décuple ?,10 ou dix
Pop culture,"Par combien multiplie-t-on une unité, en lui accolant le préfixe ""déca"" ?",10
Pop culture,"Par convention, combien font ""10 puissance 0"" ?",1
Savoirs académiques,"Par convention, quelle pièce se situe en position ""h1"", au début d'une partie d'échecs ?",Une tour blanche
Pop culture,"Par convention, sur un robinet de lavabo l'eau chaude est symbolisée par du rouge et l'eau froide est symbolisée par du...",Bleu
Pop culture,"Par définition, combien de mois composent un trimestre ?",Trois mois
Vie quotidienne,"Par définition, combien de vendeurs se partagent le marché d'un duopole ?",2
Pop culture,"Par définition, dans quel récipient boit-on une bolée de cidre ?",Un bol
Pop culture,"Par définition, où trouve-t-on une plante lacustre ?",Dans un lac ou Près d'un lac
Pop culture,"Par définition, que cherche à atténuer ou supprimer un médicament analgésique ?",La douleur ou La sensibilité à la douleur
Pop culture,"Par définition, que combat un médicament ""antipyrétique"" ?",La fièvre
Savoirs académiques,"Par définition, que fait une femme ""parturiente"" ?",Elle accouche
Pop culture,"Par définition, quel élément se trouve en trois exemplaires sur un trimaran ?",Des coques
Pop culture,"Par définition, quel genre littéraire écrit un ""fabuliste"" ?",Des fables
Pop culture,"Par définition, quel matériau travaille spécifiquement un boisselier ?",Le bois
Pop culture,"Par définition, sur quel végétal vit un oiseau ""arboricole"" ?",Un arbre
Pop culture,"Par les supporters de quel club de football anglais, Éric Cantona a-t-il été élu ""joueur du siècle"", en 2001 ?",Manchester United
Savoirs académiques,"Par opposition à ""a priori"", quelle locution signifie : ""En s'appuyant sur l'expérience"" ?",A posteriori
Connaissance du monde,"Par opposition à ""digitigrade"", comment qualifie-t-on un animal qui marche sur la plante des pieds ?",Plantigrade
Pop culture,"Par opposition à ""numérique"", quel adjectif qualifie la photographie traditionnelle ?",Argentique
Pop culture,"Par opposition à ""revers"", qui désigne le côté pile d'une pièce de monnaie, quel mot désigne le côté face ?",Avers
Pop culture,"Par opposition à la préface, que trouve-t-on à la fin d'un livre ?",La postface
Vie quotidienne,"Par opposition à la vente en gros et demi-gros, comment appelle-t-on la vente par petites quantités ou à l'unité ?",La vente au détail
Pop culture,"Par opposition au courant alternatif, comment appelle-t-on le courant électrique qui s'écoule dans une seule direction sans interruption ?",Le courant continu
Connaissance du monde,"Par opposition au mot ""diurne"", quel adjectif qualifie un animal actif durant la nuit ?",Nocturne
Connaissance du monde,"Par opposition au plancton animal appelé ""zooplancton"", comment appelle-t-on le plancton végétal ?",Le phytoplancton
Pop culture,"Par opposition au préfixe, quel élément de formation est placé après la racine d'un mot pour constituer un nouveau mot appelé dérivé",Le suffixe
Pop culture,"Par opposition au suffixe, quel élément de formation est placé avant le radical d'un mot et en modifie le sens ?",Le préfixe
Connaissance du monde,"Par opposition aux Sudistes, quel mot désignait les Yankees fédérés, durant la guerre de Sécession ?",Les Nordistes
Pop culture,"Par quel adverbe se traduisent les mots ""bistro"" en russe et ""fast"" en anglais ?",Vite
Connaissance du monde,"Par quel fleuve, la ville allemande de Bonn, est elle traversée ?",Le Rhin
Pop culture,"Par quel lettre se termine le mot ""bijou"" au pluriel ?",X
Pop culture,"Par quel mot anglais signifiant ""aimant"" désigne-t-on un petit objet qui décore parfois le réfrigérateur ?",Un magnet
Pop culture,Par quel mot de 4 lettres désigne-t-on la bile des animaux ?,Fiel
Pop culture,"Par quel mot de trois lettres désigne-t-on un mouvement convulsif et involontaire, surtout des muscles du visage, qui se répète régulièrement ?",Tic
Pop culture,Par quel mot-valise les Britanniques désignent-ils conjointement les universités d'Oxford et de Cambridge ?,Oxbridge
Pop culture,"Par quel mot, tiré de l'italien signifiant ""madame"", designe-t-on une représentation de la Vierge, généralement avec l'enfant Jésus ?",La madone
Pop culture,"Par quel nom allemand, dérivé du ""Caesar"" latin, désigne-t-on le dernier empereur d'Allemagne, Guillaume II ?",Kaiser
